,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company,Model
3480,Coimbatore,2014,33496,Petrol,Manual,3,18.9,1197.0,81.86,5.0,5.5,hyundai,hyundai grand
3481,Mumbai,2015,25000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,5.65,hyundai,hyundai i20
3483,Coimbatore,2015,20826,Petrol,Automatic,3,14.3,1598.0,103.6,5.0,7.72,skoda,skoda rapid
3484,Pune,2016,42244,Diesel,Manual,3,19.67,1582.0,126.2,5.0,12.0,hyundai,hyundai creta
3485,Jaipur,2013,98598,Diesel,Manual,3,25.44,936.0,57.6,5.0,1.55,chevrolet,chevrolet beat
3486,Delhi,2011,62100,Diesel,Manual,3,11.5,2982.0,171.0,7.0,10.75,toyota,toyota fortuner
3487,Coimbatore,2016,44238,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6.72,hyundai,hyundai i20
3490,Hyderabad,2016,36891,Petrol,Manual,3,17.8,1497.0,117.3,5.0,10.49,honda,honda city
3492,Ahmedabad,2012,74002,Diesel,Automatic,3,16.55,1968.0,140.0,5.0,18.5,audi,audi a4
3494,Hyderabad,2012,83678,Diesel,Manual,3,22.32,1582.0,126.32,5.0,5.5,hyundai,hyundai verna
3495,Pune,2010,91000,Petrol,Manual,3,18.9,998.0,67.1,5.0,2.3,maruti,maruti wagon
3496,Jaipur,2016,50000,Diesel,Manual,3,24.52,1248.0,88.5,7.0,8.7,maruti,maruti ertiga
3497,Delhi,2015,58000,Diesel,Manual,3,24.4,1120.0,71.01,5.0,4.95,hyundai,hyundai xcent
3498,Jaipur,2012,80000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,4.25,maruti,maruti swift
3499,Kochi,2017,41290,Diesel,Manual,2,16.0,2179.0,140.0,7.0,10.94,mahindra,mahindra xuv500
3500,Delhi,2013,65000,Diesel,Automatic,3,22.48,1995.0,190.0,5.0,21.26,bmw,bmw 5
3501,Bangalore,2016,16471,Petrol,Manual,2,14.28,1798.0,138.03,5.0,11.5,toyota,toyota corolla
3502,Pune,2015,54339,Diesel,Manual,2,22.54,1396.0,88.73,5.0,6.0,hyundai,hyundai i20
3503,Hyderabad,2016,24025,Petrol,Manual,3,18.15,1198.0,82.0,6.0,4.1,mahindra,mahindra kuv
3504,Kolkata,2013,24027,Petrol,Manual,3,24.7,796.0,47.3,5.0,2.01,maruti,maruti alto
3506,Kolkata,2012,40000,Petrol,Manual,3,18.9,998.0,67.1,5.0,2.35,maruti,maruti wagon
3507,Bangalore,2012,155566,Diesel,Manual,2,9.5,2835.0,118.6,6.0,9.15,mitsubishi,mitsubishi pajero
3508,Chennai,2013,42320,Petrol,Manual,3,19.4,1198.0,86.8,5.0,2.9,honda,honda brio
3509,Coimbatore,2017,24153,Diesel,Manual,2,22.54,1396.0,88.73,5.0,9.18,hyundai,hyundai i20
3510,Mumbai,2016,27000,Petrol,Automatic,3,13.0,1591.0,121.3,5.0,11.45,hyundai,hyundai creta
3511,Hyderabad,2012,92000,CNG,Manual,2,26.83,796.0,38.4,5.0,2.1,maruti,maruti alto
3512,Kochi,2017,61795,Petrol,Manual,3,17.8,1198.0,86.7,5.0,5.53,honda,honda amaze
3513,Chennai,2016,13500,Petrol,Manual,3,18.15,1198.0,82.0,6.0,3.75,mahindra,mahindra kuv
3514,Pune,2018,4500,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,12.5,honda,honda city
3515,Mumbai,2017,23000,Diesel,Automatic,3,16.0,2179.0,140.0,7.0,15.5,mahindra,mahindra xuv500
3517,Mumbai,2013,80578,Diesel,Automatic,2,14.84,2143.0,170.0,5.0,14.5,mercedes-benz,mercedes-benz new
3518,Coimbatore,2017,42646,Diesel,Automatic,3,19.6,1461.0,108.45,5.0,12.46,renault,renault duster
3519,Bangalore,2014,30000,Petrol,Manual,2,16.47,1198.0,74.0,5.0,5.25,volkswagen,volkswagen polo
3524,Jaipur,2015,63310,Diesel,Manual,3,28.4,1248.0,74.0,5.0,5.1,maruti,maruti swift
3525,Delhi,2014,66000,Diesel,Manual,3,25.8,1498.0,98.6,5.0,3.5,honda,honda amaze
3526,Ahmedabad,2011,74000,Diesel,Automatic,2,16.07,1995.0,181.0,5.0,12.5,bmw,bmw 3
3527,Hyderabad,2012,93000,Diesel,Manual,3,23.5,1396.0,88.7,5.0,5.55,hyundai,hyundai verna
3528,Delhi,2015,70000,Diesel,Automatic,3,11.5,2982.0,169.0,7.0,19.48,toyota,toyota fortuner
3529,Ahmedabad,2012,48772,Petrol,Manual,3,18.6,1197.0,85.8,5.0,3.91,maruti,maruti swift
3530,Chennai,2010,66000,Petrol,Manual,3,18.6,1199.0,79.4,5.0,2.19,chevrolet,chevrolet beat
3531,Coimbatore,2017,27417,Petrol,Automatic,3,18.9,1197.0,82.0,5.0,6.89,hyundai,hyundai grand
3532,Coimbatore,2011,51593,Petrol,Manual,2,15.6,1196.0,70.0,5.0,3.47,ford,ford figo
3534,Pune,2010,75000,Petrol,Manual,3,16.1,1298.0,88.2,5.0,2.85,maruti,maruti swift
3536,Kochi,2018,11966,Petrol,Manual,3,16.8,1497.0,116.3,5.0,10.28,honda,honda city
3537,Hyderabad,2015,37000,Petrol,Manual,3,18.2,1199.0,88.7,5.0,6.3,honda,honda jazz
3538,Chennai,2014,70920,Diesel,Manual,3,20.14,1498.0,88.8,5.0,4.75,volkswagen,volkswagen polo
3539,Hyderabad,2013,65280,Diesel,Manual,3,19.87,1461.0,83.14,5.0,5.8,nissan,nissan terrano
3541,Kochi,2014,44525,Petrol,Manual,3,18.5,1197.0,82.9,5.0,4.65,hyundai,hyundai i20
3542,Jaipur,2009,86863,Petrol,Manual,3,17.0,1497.0,118.0,5.0,3.6,honda,honda city
3543,Hyderabad,2015,102626,Diesel,Manual,3,16.0,2179.0,140.0,7.0,12.25,mahindra,mahindra xuv500
3544,Jaipur,2017,45000,Diesel,Manual,3,16.3,1956.0,170.0,5.0,20.0,jeep,jeep compass
3545,Jaipur,2017,22000,Diesel,Manual,3,16.0,2179.0,140.0,7.0,16.0,mahindra,mahindra xuv500
3546,Coimbatore,2011,108905,Diesel,Automatic,2,11.79,2179.0,120.0,8.0,6.21,mahindra,mahindra scorpio
3548,Kolkata,2016,32000,Diesel,Manual,3,15.4,2179.0,120.0,7.0,9.75,mahindra,mahindra scorpio
3549,Mumbai,2014,39000,Petrol,Automatic,3,15.5,1198.0,86.7,5.0,4.45,honda,honda amaze
3550,Pune,2017,42000,Diesel,Manual,3,25.6,1498.0,98.6,5.0,12.0,honda,honda city
3551,Chennai,2008,73000,Petrol,Manual,3,14.4,1396.0,65.0,5.0,0.8,tata,tata indigo
3552,Chennai,2018,48000,Diesel,Manual,3,24.0,1186.0,73.97,5.0,5.95,hyundai,hyundai grand
3554,Kolkata,2014,19000,Petrol,Manual,3,17.43,1396.0,105.5,5.0,5.25,hyundai,hyundai verna
3555,Coimbatore,2019,33598,Diesel,Manual,3,13.68,2393.0,147.8,7.0,22.2,toyota,toyota innova
3556,Jaipur,2012,63000,Diesel,Automatic,3,17.05,1995.0,184.0,5.0,13.5,bmw,bmw x1
3557,Chennai,2015,48000,Diesel,Automatic,3,16.96,1968.0,138.03,5.0,13.5,volkswagen,volkswagen jetta
3558,Delhi,2014,66000,Diesel,Manual,3,20.0,1399.0,68.05,5.0,3.47,ford,ford figo
3559,Ahmedabad,2013,80000,Diesel,Automatic,2,11.18,2696.0,184.0,7.0,9.5,mahindra,mahindra ssangyong
3560,Chennai,2011,37000,Petrol,Manual,3,15.04,1598.0,103.6,5.0,4.8,volkswagen,volkswagen vento
3561,Kochi,2016,35058,Petrol,Manual,3,15.0,1598.0,103.52,5.0,6.54,skoda,skoda rapid
3562,Delhi,2012,52000,Petrol,Manual,3,16.47,1198.0,73.9,5.0,3.1,volkswagen,volkswagen polo
3564,Kolkata,2009,45000,Petrol,Manual,2,14.53,1798.0,138.1,5.0,3.3,toyota,toyota corolla
3565,Bangalore,2015,74000,Diesel,Manual,3,20.77,1248.0,88.8,7.0,8.75,maruti,maruti ertiga
3566,Hyderabad,2013,89000,Petrol,Automatic,3,19.2,1197.0,80.0,5.0,4.19,hyundai,hyundai i10
3568,Jaipur,2006,95000,Petrol,Manual,2,16.9,1497.0,100.0,5.0,2.11,honda,honda city
3569,Jaipur,2018,15900,Petrol,Manual,3,18.15,1198.0,82.0,6.0,6.25,mahindra,mahindra kuv
3570,Delhi,2011,151000,Diesel,Manual,3,11.5,2982.0,171.0,7.0,11.4,toyota,toyota fortuner
3571,Bangalore,2011,65000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,5.2,honda,honda city
3573,Coimbatore,2013,65287,Diesel,Manual,3,20.0,1399.0,68.05,5.0,4.45,ford,ford figo
3574,Kolkata,2014,52000,Diesel,Automatic,3,17.9,2143.0,136.0,5.0,19.5,mercedes-benz,mercedes-benz gla
3575,Hyderabad,2007,33000,Petrol,Manual,3,15.26,1150.0,74.9,5.0,1.75,chevrolet,chevrolet aveo
3576,Hyderabad,2016,71000,Diesel,Manual,3,25.83,1498.0,99.0,5.0,5.1,ford,ford figo
3577,Delhi,2013,71000,Diesel,Automatic,3,22.7,1582.0,126.2,5.0,6.8,hyundai,hyundai elantra
3578,Kolkata,2016,20000,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,5.74,maruti,maruti baleno
3579,Hyderabad,2010,71000,Petrol,Manual,3,16.1,1197.0,85.0,5.0,3.3,maruti,maruti swift
3582,Chennai,2017,19000,Diesel,Automatic,3,28.4,1248.0,73.75,5.0,8.9,maruti,maruti dzire
3583,Mumbai,2011,58000,Petrol,Manual,2,17.01,1591.0,121.3,5.0,4.0,hyundai,hyundai verna
3584,Kochi,2018,42203,Diesel,Manual,3,17.1,1956.0,170.0,5.0,19.46,jeep,jeep compass
3586,Delhi,2013,52000,CNG,Manual,2,15.1,1196.0,73.0,5.0,2.6,maruti,maruti eeco
3588,Jaipur,2013,70000,Petrol,Manual,3,21.1,814.0,55.2,5.0,1.8,hyundai,hyundai eon
3591,Delhi,2014,54569,Diesel,Manual,3,20.77,1248.0,88.76,7.0,5.99,maruti,maruti ertiga
3592,Kochi,2015,51361,Petrol,Manual,3,18.0,1198.0,86.7,5.0,4.94,honda,honda amaze
3593,Jaipur,2007,125000,Petrol,Manual,1,16.6,1388.0,68.0,5.0,1.5,ford,ford fiesta
3594,Bangalore,2008,66000,Petrol,Manual,1,13.5,1799.0,130.0,5.0,3.25,honda,honda civic
3596,Delhi,2014,22281,Diesel,Manual,3,20.77,1248.0,88.8,7.0,6.5,maruti,maruti ertiga
3597,Delhi,2013,63210,Diesel,Manual,3,24.0,1120.0,70.0,5.0,3.71,hyundai,hyundai grand
3598,Pune,2018,31000,Petrol,Manual,3,20.14,1197.0,81.86,5.0,5.0,hyundai,hyundai xcent
3599,Ahmedabad,2008,60000,Petrol,Manual,3,19.81,1086.0,68.05,5.0,1.99,hyundai,hyundai i10
3600,Mumbai,2017,32006,Petrol,Manual,3,18.0,1198.0,86.7,5.0,4.25,honda,honda amaze
3601,Ahmedabad,2009,78000,Diesel,Automatic,3,12.4,2698.0,179.5,5.0,8.0,audi,audi a6
3602,Mumbai,2011,9489,Petrol,Manual,3,20.36,1197.0,78.9,5.0,2.95,hyundai,hyundai i10
3603,Pune,2018,5000,Petrol,Manual,3,25.17,799.0,53.3,5.0,3.5,renault,renault kwid
3604,Jaipur,2012,60000,Diesel,Automatic,2,15.2,1968.0,140.8,5.0,16.0,audi,audi a4
3605,Jaipur,2015,50000,Petrol,Manual,3,22.74,796.0,47.3,5.0,2.75,maruti,maruti alto
3606,Delhi,2015,53000,Petrol,Manual,3,17.8,1497.0,117.3,5.0,6.95,honda,honda city
3607,Delhi,2011,64000,Petrol,Automatic,2,11.74,1796.0,186.0,5.0,12.5,mercedes-benz,mercedes-benz new
3609,Pune,2011,36431,Petrol,Manual,3,16.2,1199.0,74.0,5.0,2.7,volkswagen,volkswagen polo
3610,Mumbai,2017,35000,Diesel,Manual,3,21.38,1396.0,88.7,5.0,9.9,hyundai,hyundai creta
3611,Kochi,2011,94832,Petrol,Manual,3,17.0,1497.0,118.0,5.0,3.83,honda,honda city
3612,Coimbatore,2012,88381,Petrol,Manual,3,17.0,1497.0,118.0,5.0,5.25,honda,honda city
3614,Mumbai,2010,66000,Petrol,Manual,2,16.51,1586.0,103.2,5.0,2.46,maruti,maruti sx4
3615,Kolkata,2014,38578,Diesel,Manual,3,23.4,1248.0,74.0,5.0,3.96,maruti,maruti swift
3616,Chennai,2015,40000,Diesel,Manual,3,20.77,1248.0,88.8,7.0,8.25,maruti,maruti ertiga
3617,Coimbatore,2018,20632,Petrol,Manual,3,18.6,1197.0,81.83,5.0,7.58,hyundai,hyundai i20
3618,Hyderabad,2014,73042,Diesel,Manual,3,24.0,1120.0,70.0,5.0,3.99,hyundai,hyundai grand
3619,Delhi,2014,54257,Petrol,Manual,3,17.4,1497.0,117.3,5.0,6.25,honda,honda city
3620,Hyderabad,2013,93000,Diesel,Manual,3,20.5,1598.0,103.5,5.0,5.0,skoda,skoda rapid
3621,Hyderabad,2005,102000,Diesel,Automatic,2,11.0,2987.0,198.5,5.0,4.65,mercedes-benz,mercedes-benz e-class
3622,Coimbatore,2016,28881,Diesel,Automatic,3,13.01,2199.0,194.3,7.0,21.37,hyundai,hyundai santa
3623,Hyderabad,2007,52195,Petrol,Manual,3,19.7,796.0,46.3,5.0,1.75,maruti,maruti alto
3625,Kolkata,2012,38000,Diesel,Manual,3,24.8,1396.0,88.7,5.0,4.1,hyundai,hyundai verna
3626,Coimbatore,2015,92885,Diesel,Manual,3,20.0,1399.0,68.0,5.0,3.56,ford,ford figo
3627,Pune,2010,43000,Petrol,Manual,2,17.0,1497.0,118.0,5.0,4.21,honda,honda city
3629,Delhi,2015,57000,Diesel,Manual,3,23.9,1582.0,126.2,5.0,6.6,hyundai,hyundai verna
3630,Coimbatore,2018,32434,Petrol,Automatic,3,13.0,1591.0,121.3,5.0,14.35,hyundai,hyundai creta
3631,Hyderabad,2017,32000,Diesel,Manual,3,22.7,1498.0,89.84,5.0,9.5,ford,ford ecosport
3634,Hyderabad,2016,100000,Diesel,Manual,3,25.83,1498.0,99.0,5.0,5.1,ford,ford figo
3635,Pune,2013,37086,Petrol,Automatic,3,17.0,1591.0,121.3,5.0,5.44,hyundai,hyundai verna
3636,Jaipur,2010,135000,Diesel,Manual,3,13.8,1399.0,68.0,5.0,1.6,ford,ford ikon
3637,Kochi,2014,54862,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,16.67,audi,audi a6
3639,Pune,2012,56200,Petrol,Automatic,3,15.0,1396.0,98.6,5.0,3.85,hyundai,hyundai i20
3640,Kochi,2011,169006,Diesel,Manual,3,14.24,2755.0,174.5,7.0,10.64,toyota,toyota fortuner
3641,Bangalore,2016,20229,Petrol,Manual,3,25.17,799.0,53.3,5.0,3.5,renault,renault kwid
3642,Chennai,2008,62000,Petrol,Manual,1,18.0,995.0,62.0,5.0,1.1,chevrolet,chevrolet spark
3643,Hyderabad,2011,51500,Petrol,Manual,2,16.2,1599.0,103.2,5.0,2.6,hyundai,hyundai verna
3644,Hyderabad,2012,69000,Diesel,Automatic,3,18.88,1995.0,184.0,5.0,18.5,bmw,bmw 3
3646,Hyderabad,2015,62476,Diesel,Manual,3,26.59,1248.0,74.0,5.0,7.95,maruti,maruti swift
3647,Jaipur,2017,60500,Diesel,Manual,3,25.4,1186.0,73.97,5.0,5.49,hyundai,hyundai xcent
3648,Mumbai,2017,17978,Petrol,Automatic,3,19.0,1199.0,88.7,5.0,6.95,honda,honda jazz
3650,Chennai,2013,123000,Diesel,Manual,2,17.8,1399.0,67.0,5.0,4.45,ford,ford fiesta
3652,Coimbatore,2008,77325,Petrol,Manual,3,15.6,1586.0,104.68,5.0,3.51,maruti,maruti sx4
3653,Kochi,2018,25858,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,7.54,maruti,maruti baleno
3654,Bangalore,2016,120000,Diesel,Manual,3,23.2,1248.0,73.94,5.0,3.65,maruti,maruti ritz
3655,Ahmedabad,2016,22000,Diesel,Automatic,3,19.5,1582.0,126.24,5.0,16.0,hyundai,hyundai elantra
3656,Kolkata,2012,11000,Petrol,Manual,3,16.2,995.0,62.1,5.0,1.4,chevrolet,chevrolet spark
3657,Mumbai,2017,3900,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6.45,hyundai,hyundai i20
3658,Hyderabad,2016,106092,Diesel,Manual,3,24.4,1120.0,71.0,5.0,4.4,hyundai,hyundai xcent
3659,Delhi,2015,27000,Petrol,Automatic,3,19.0,1199.0,88.7,5.0,5.95,honda,honda jazz
3660,Ahmedabad,2013,11000,Petrol,Manual,3,19.4,1198.0,86.8,5.0,3.9,honda,honda brio
3663,Pune,2017,73000,Diesel,Manual,3,24.4,1120.0,71.0,5.0,4.5,hyundai,hyundai xcent
3664,Pune,2015,55000,Diesel,Manual,3,22.7,1498.0,89.84,5.0,7.5,ford,ford ecosport
3666,Pune,2013,45000,Petrol,Manual,2,19.4,1198.0,86.8,5.0,3.25,honda,honda brio
3667,Hyderabad,2016,112200,Diesel,Manual,3,24.52,1248.0,88.5,7.0,8.3,maruti,maruti ertiga
3668,Bangalore,2010,29000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,3.45,hyundai,hyundai i10
3670,Mumbai,2015,53392,Diesel,Manual,3,16.0,2179.0,140.0,7.0,11.95,mahindra,mahindra xuv500
3671,Hyderabad,2010,71000,Diesel,Manual,3,20.54,1598.0,103.6,5.0,4.25,volkswagen,volkswagen vento
3673,Hyderabad,2010,119000,Petrol,Manual,3,10.2,2354.0,180.0,5.0,5.95,honda,honda accord
3674,Coimbatore,2016,42225,Petrol,Manual,3,15.1,1196.0,73.0,7.0,4.3,maruti,maruti eeco
3675,Ahmedabad,2012,65000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,3.9,maruti,maruti swift
3676,Pune,2016,27809,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,6.41,maruti,maruti baleno
3677,Coimbatore,2015,65100,Diesel,Manual,3,15.1,2179.0,140.0,7.0,8.36,mahindra,mahindra xuv500
3678,Chennai,2014,51000,Petrol,Manual,3,19.1,1197.0,82.0,5.0,3.85,hyundai,hyundai xcent
3680,Kolkata,2011,54895,Petrol,Manual,3,13.14,1798.0,160.0,5.0,7.5,skoda,skoda superb
3683,Chennai,2016,49000,Diesel,Manual,3,25.2,1248.0,74.0,5.0,5.9,maruti,maruti swift
3684,Mumbai,2015,42366,Petrol,Manual,3,17.8,1497.0,117.3,5.0,7.75,honda,honda city
3685,Ahmedabad,2010,68000,Diesel,Automatic,3,11.5,2993.0,235.0,5.0,18.0,bmw,bmw 5
3686,Hyderabad,2008,122397,Diesel,Manual,3,17.5,1896.0,106.0,5.0,4.4,skoda,skoda laura
3687,Coimbatore,2017,50534,Petrol,Automatic,3,17.21,1197.0,103.5,5.0,8.27,volkswagen,volkswagen polo
3688,Ahmedabad,2014,55300,Diesel,Manual,3,19.87,1461.0,83.8,5.0,4.75,renault,renault duster
3689,Hyderabad,2008,73095,Petrol,Automatic,3,16.8,1497.0,118.0,5.0,3.8,honda,honda city
3690,Ahmedabad,2011,51100,Diesel,Manual,3,20.54,1598.0,103.6,5.0,3.4,volkswagen,volkswagen vento
3691,Pune,2016,13436,Petrol,Manual,2,18.9,1197.0,82.0,5.0,4.7,hyundai,hyundai grand
3692,Pune,2008,76000,Petrol,Manual,2,16.6,1388.0,68.0,5.0,1.49,ford,ford fiesta
3693,Mumbai,2016,63141,Diesel,Manual,2,24.4,1120.0,71.0,5.0,4.5,hyundai,hyundai xcent
3694,Hyderabad,2014,74885,Diesel,Manual,3,25.8,1498.0,98.6,5.0,5.4,honda,honda amaze
3695,Hyderabad,2016,14000,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,11.5,honda,honda city
3697,Ahmedabad,2010,46000,Diesel,Automatic,3,22.48,1995.0,190.0,5.0,16.5,bmw,bmw 5
3698,Mumbai,2012,51800,Petrol,Manual,3,15.5,1586.0,103.3,5.0,3.9,maruti,maruti sx4
3699,Hyderabad,2007,81000,Petrol,Automatic,3,16.4,1497.0,78.0,5.0,3.25,honda,honda city
3700,Kochi,2018,17370,Petrol,Manual,3,17.0,1198.0,73.75,5.0,5.84,volkswagen,volkswagen ameo
3701,Hyderabad,2016,18456,Petrol,Manual,3,17.0,1198.0,73.75,5.0,5.75,volkswagen,volkswagen ameo
3702,Delhi,2010,59000,Diesel,Automatic,3,16.55,1968.0,140.0,5.0,10.0,audi,audi a4
3703,Mumbai,2006,141537,Petrol,Manual,2,18.9,998.0,67.1,5.0,1.05,maruti,maruti wagon
3704,Delhi,2013,51000,Diesel,Automatic,3,19.08,1582.0,126.32,5.0,5.64,hyundai,hyundai verna
3707,Mumbai,2014,80000,Diesel,Manual,2,24.2,1498.0,98.6,7.0,4.85,honda,honda mobilio
3708,Hyderabad,2016,33000,Diesel,Automatic,3,17.01,1582.0,126.2,5.0,14.5,hyundai,hyundai creta
3709,Hyderabad,2011,71556,Petrol,Manual,3,17.0,1497.0,118.0,5.0,5.5,honda,honda city
3710,Bangalore,2011,85000,Diesel,Manual,3,17.8,1399.0,68.0,5.0,3.2,ford,ford fiesta
3711,Chennai,2016,91000,Diesel,Manual,3,26.59,1248.0,74.0,5.0,4.5,maruti,maruti swift
3714,Bangalore,2007,127079,Diesel,Manual,3,12.8,2494.0,102.0,7.0,6.99,toyota,toyota innova
3716,Kochi,2015,63818,Petrol,Manual,3,17.4,1497.0,117.3,5.0,6.57,honda,honda city
3717,Kolkata,2014,40000,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,17.5,audi,audi a4
3718,Delhi,2013,77445,Diesel,Manual,3,22.07,1199.0,73.9,5.0,3.75,volkswagen,volkswagen polo
3719,Pune,2017,14000,Petrol,Automatic,3,14.8,1497.0,121.36,5.0,9.99,ford,ford ecosport
3720,Kolkata,2012,85122,Diesel,Manual,3,12.99,2494.0,100.0,7.0,8.2,toyota,toyota innova
3721,Jaipur,2005,123000,Petrol,Manual,1,13.0,1493.0,100.0,5.0,1.1,honda,honda city
3722,Kochi,2015,61000,CNG,Manual,3,22.1,1586.0,85.7,5.0,3.89,maruti,maruti sx4
3723,Chennai,2015,63714,Petrol,Manual,3,24.7,796.0,47.3,5.0,2.45,maruti,maruti alto
3725,Kolkata,2017,60000,Diesel,Manual,3,26.59,1248.0,74.0,5.0,3.0,maruti,maruti swift
3726,Ahmedabad,2017,33000,Diesel,Manual,3,24.3,1248.0,88.5,5.0,9.25,maruti,maruti vitara
3728,Delhi,2014,79000,Diesel,Automatic,3,12.55,2982.0,168.5,7.0,18.25,toyota,toyota fortuner
3729,Kochi,2013,67914,Diesel,Manual,3,23.0,1396.0,90.0,5.0,3.45,hyundai,hyundai i20
3730,Bangalore,2015,58970,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,23.75,audi,audi a4
3731,Mumbai,2013,60000,Diesel,Manual,2,19.64,1461.0,108.5,5.0,5.45,nissan,nissan terrano
3732,Coimbatore,2017,35225,Petrol,Automatic,3,23.1,998.0,67.04,5.0,5.25,maruti,maruti celerio
3734,Delhi,2012,62282,Petrol,Automatic,3,16.95,1197.0,78.9,5.0,2.9,hyundai,hyundai i10
3735,Hyderabad,2010,80000,Diesel,Automatic,3,22.69,1995.0,190.0,5.0,14.2,bmw,bmw 3
3736,Kochi,2018,43698,Petrol,Manual,3,18.9,1197.0,82.0,5.0,5.8,hyundai,hyundai grand
3737,Coimbatore,2017,28052,Petrol,Automatic,3,18.9,1197.0,82.0,5.0,7.22,hyundai,hyundai grand
3738,Coimbatore,2016,29091,Petrol,Manual,3,18.9,1197.0,81.86,5.0,4.87,hyundai,hyundai grand
3739,Delhi,2013,63000,Petrol,Manual,3,16.47,1198.0,74.0,5.0,3.3,volkswagen,volkswagen polo
3740,Hyderabad,2007,91000,Petrol,Manual,2,17.7,1497.0,78.0,5.0,3.0,honda,honda city
3742,Hyderabad,2017,24571,Petrol,Manual,3,14.0,796.0,35.0,5.0,2.9,maruti,maruti omni
3743,Bangalore,2014,45000,Petrol,Automatic,3,15.74,1591.0,121.3,5.0,7.5,hyundai,hyundai verna
3744,Hyderabad,2015,24617,Petrol,Manual,3,22.74,796.0,47.3,5.0,2.36,maruti,maruti alto
3745,Coimbatore,2017,26927,Diesel,Manual,3,24.3,1248.0,88.5,5.0,11.39,maruti,maruti vitara
3746,Kochi,2013,87736,Diesel,Manual,3,15.1,2179.0,140.0,7.0,7.02,mahindra,mahindra xuv500
3747,Delhi,2016,35299,Diesel,Manual,3,24.3,1248.0,88.5,5.0,8.0,maruti,maruti vitara
3748,Kochi,2017,51612,Petrol,Manual,3,18.6,1197.0,81.83,5.0,7.11,hyundai,hyundai i20
3749,Mumbai,1998,55300,Diesel,Automatic,3,10.0,1796.0,157.7,5.0,3.9,mercedes-benz,mercedes-benz e-class
3750,Hyderabad,2009,65090,Petrol,Manual,3,19.7,796.0,46.3,5.0,2.15,maruti,maruti alto
3751,Kolkata,2013,40000,Petrol,Manual,3,18.0,1198.0,86.7,5.0,3.25,honda,honda amaze
3753,Mumbai,2013,71904,Diesel,Manual,3,24.0,1120.0,70.0,5.0,4.61,hyundai,hyundai grand
3754,Mumbai,2008,87000,Petrol,Manual,3,13.5,1799.0,130.0,5.0,2.35,honda,honda civic
3755,Chennai,2014,33000,Diesel,Manual,2,24.0,1120.0,70.0,5.0,4.05,hyundai,hyundai grand
3757,Hyderabad,2014,59589,Diesel,Manual,3,23.59,1364.0,67.1,5.0,5.6,toyota,toyota etios
3758,Delhi,2015,44000,Diesel,Manual,3,22.54,1396.0,88.73,5.0,5.35,hyundai,hyundai i20
3759,Mumbai,2017,12000,Petrol,Manual,3,24.07,998.0,67.1,5.0,3.25,maruti,maruti alto
3760,Pune,2012,66000,Diesel,Automatic,2,17.05,1995.0,184.0,5.0,11.5,bmw,bmw x1
3761,Pune,2016,38009,Petrol,Automatic,3,23.1,998.0,67.04,5.0,4.25,maruti,maruti celerio
3762,Mumbai,2009,35000,Petrol,Automatic,2,13.7,1798.0,157.75,5.0,4.45,skoda,skoda superb
3763,Pune,2009,70000,Diesel,Manual,3,14.0,2498.0,112.0,7.0,2.85,mahindra,mahindra xylo
3764,Delhi,2014,86000,Diesel,Manual,3,15.1,2179.0,140.0,7.0,7.85,mahindra,mahindra xuv500
3765,Pune,2016,32000,Petrol,Manual,3,19.1,1197.0,85.8,5.0,5.3,maruti,maruti swift
3766,Mumbai,2017,15000,Petrol,Manual,3,18.88,999.0,123.24,5.0,8.0,ford,ford ecosport
3767,Coimbatore,2014,69918,Diesel,Manual,3,21.43,1364.0,87.2,5.0,9.43,toyota,toyota corolla
3768,Pune,2012,39000,Petrol,Manual,3,18.5,1197.0,80.0,5.0,2.75,hyundai,hyundai i20
3770,Hyderabad,2009,85000,Diesel,Automatic,3,11.0,2987.0,198.5,5.0,9.99,mercedes-benz,mercedes-benz e-class
3771,Chennai,2017,46663,Petrol,Manual,3,21.1,998.0,100.0,5.0,6.95,maruti,maruti baleno
3772,Chennai,2015,27000,Petrol,Automatic,3,17.97,1498.0,99.6,5.0,6.75,nissan,nissan sunny
3773,Chennai,2015,15000,Petrol,Automatic,3,18.9,1197.0,82.0,5.0,5.5,hyundai,hyundai grand
3774,Kochi,2018,10575,Petrol,Manual,3,21.56,1462.0,103.25,5.0,9.18,maruti,maruti ciaz
3775,Jaipur,2014,12500,Petrol,Manual,3,19.1,1197.0,82.0,5.0,4.15,hyundai,hyundai xcent
